,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnOver,SalesToPurchaseRatio
8023,480,BACARDI USA INC,29473,M & R Sweet Vermouth,5.8,8.99,1000.0,312,1809.6,130.0,1168.7,809.1,19.5,89286.27,-640.8999999999999,-54.83870967741934,0.4166666666666667,0.6458333333333334
8024,653,STATE WINE & SPIRITS,16762,Leese Fitch Svgn Bl,7.53,10.99,750.0,240,1807.2,92.0,1067.08,433.62,10.3,8014.9800000000005,-740.1200000000001,-69.3593732428684,0.38333333333333336,0.5904603806994244
8025,9552,M S WALKER INC,25181,Grahams 2000 Vintage Port,64.42,95.99,750.0,28,1803.76,152.0,14590.48,12286.72,16.76,55551.82,12786.72,87.63741837143122,5.428571428571429,8.088925355923182
8026,3252,E & J GALLO WINERY,6842,Delicious White P Vella B/B,9.39,13.99,5000.0,192,1802.88,68.0,1019.32,449.7,51.0,61966.91,-783.5600000000001,-76.87085507985717,0.3541666666666667,0.5653842740504083
8027,10000,MAJESTIC FINE WINES,44731,Kendall Jackson Sp Sl Merlot,9.39,13.99,750.0,192,1802.88,96.0,1343.04,83.94,10.8,17587.59,-459.84000000000015,-34.23874195854183,0.5,0.7449414270500532
8028,90047,CRUSH WINES,18338,Mile Marker Pnt Gris,9.39,13.99,750.0,192,1802.88,96.0,1343.04,223.84,10.76,1457.73,-459.84000000000015,-34.23874195854183,0.5,0.7449414270500532
8029,1601,VRANKEN AMERICA,10054,Rozes White RSV Porto,12.49,18.99,750.0,144,1798.56,94.0,1785.06,1139.3999999999999,10.44,1048.97,-13.5,-0.7562770999294142,0.6527777777777778,0.9924939951961569
8030,9165,ULTRA BEVERAGE COMPANY LLP,2242,Cles des Ducs Armagnac VSOP,16.05,30.99,750.0,112,1797.6,336.0,7388.639999999999,4749.839999999999,264.72,68054.7,5591.039999999999,75.67075943610732,3.0,4.110280373831776
8031,12546,JIM BEAM BRANDS COMPANY,8539,DeKuyper Fleur Elderflower,14.49,19.99,750.0,124,1796.76,38.0,759.62,319.84,29.96,123880.97,-1037.1399999999999,-136.53405650193514,0.3064516129032258,0.422772100892718
8032,7153,PINE STATE TRADING CO,23946,Ch La Cardone Medoc 09,13.6,19.99,750.0,132,1795.2,286.0,5717.139999999999,4117.94,31.62,15884.82,3921.9399999999996,68.59968445761342,2.1666666666666665,3.184681372549019
8033,9552,M S WALKER INC,18785,Tineta Tinto Fino Ribera Del,9.33,13.99,750.0,192,1791.36,70.0,979.3,251.82,7.82,55551.82,-812.06,-82.92249566016542,0.3645833333333333,0.5466796177206145
8034,4950,LATITUDE BEVERAGE COMPANY,21628,Ironside Cab Svgn,7.84,11.99,750.0,228,1787.52,86.0,1217.14,563.62,9.58,1610.0,-570.3799999999999,-46.86231657820792,0.37719298245614036,0.6809098639455783
8035,12546,JIM BEAM BRANDS COMPANY,781,DeKuyper Cranberry,10.39,12.99,1000.0,172,1787.0800000000002,24.0,311.76,285.78000000000003,25.200000000000003,123880.97,-1475.3200000000002,-473.222992045163,0.13953488372093023,0.17445217897352103
8036,90047,CRUSH WINES,17194,Uvaggio Primitivo Lodi,8.27,11.99,750.0,216,1786.32,470.0,5635.3,1654.6200000000001,52.58,1457.73,3848.9800000000005,68.30124394442177,2.175925925925926,3.154697926463344
8037,1392,CONSTELLATION BRANDS INC,24587,Woodbridge Harvest Spice Red,4.51,6.99,750.0,396,1785.96,1242.0,7177.58,2725.6,138.9,79528.99,5391.62,75.11751871800801,3.1363636363636362,4.018891800488253
8038,60,ADAMBA IMPORTS INTL INC,771,Bak's Krupnik Honey Liqueur,11.44,14.99,750.0,156,1784.64,94.0,1409.06,989.34,74.02,367.52,-375.58000000000015,-26.65464919875663,0.6025641025641025,0.7895485924332077
8039,3252,E & J GALLO WINERY,46074,Turning Leaf Pnt Nr RSV VDP,7.43,10.99,1500.0,240,1783.1999999999998,100.0,1099.0,461.58,22.380000000000003,61966.91,-684.1999999999998,-62.25659690627842,0.4166666666666667,0.6163077613279498
8040,9165,ULTRA BEVERAGE COMPANY LLP,6365,Fetzer Svgn Bl Cal,7.43,10.99,750.0,240,1783.1999999999998,60.0,669.4,207.82,6.74,68054.7,-1113.7999999999997,-166.38780997908572,0.25,0.3753925527142217
8041,4425,MARTIGNETTI COMPANIES,43639,Hamilton Russell Pnt Nr,18.54,27.99,750.0,96,1779.84,54.0,1511.46,727.74,6.0200000000000005,144929.24,-268.3799999999999,-17.75634155055376,0.5625,0.8492111650485438
8042,3252,E & J GALLO WINERY,44369,Gallo Twin Vly Moscato,3.37,4.99,750.0,528,1779.36,240.0,1197.6000000000001,199.60000000000002,26.94,61966.91,-581.7599999999998,-48.57715430861721,0.45454545454545453,0.6730509846236851
8043,9552,M S WALKER INC,19312,Carmel Rd Liberated Rsl,9.67,14.99,750.0,184,1779.28,56.0,839.44,419.72,6.26,55551.82,-939.8399999999999,-111.9603545220623,0.30434782608695654,0.47178634054224183
8044,4425,MARTIGNETTI COMPANIES,32543,Villa Cornaro Pinot Grigio,5.29,7.99,750.0,336,1777.4399999999998,168.0,1342.32,111.86,18.900000000000002,144929.24,-435.1199999999999,-32.41551939924906,0.5,0.7551984877126654
8045,9552,M S WALKER INC,26008,Silver Palm Pnt Nr CC,12.33,18.99,750.0,144,1775.52,44.0,835.56,227.88,4.92,55551.82,-939.96,-112.494614390349,0.3055555555555556,0.4706001622060016
8046,90047,CRUSH WINES,20739,Paydirt Red Paso Robles,12.33,23.99,750.0,144,1775.52,72.0,1613.28,1059.54,8.0,1457.73,-162.24,-10.056530794406427,0.5,0.9086239524195728
8047,4425,MARTIGNETTI COMPANIES,23193,Martinelli Vellu Ranch Znfdl,36.98,53.99,750.0,48,1775.04,90.0,4859.1,3293.3900000000003,9.96,144929.24,3084.0600000000004,63.469778354016185,1.875,2.7374594375338024
8048,3960,DIAGEO NORTH AMERICA INC,1294,Jeremiah Weed Bourbon,11.99,14.99,750.0,148,1774.52,74.0,1109.26,269.82,58.3,257032.07,-665.26,-59.97331554369579,0.5,0.6251042535446205
8049,3252,E & J GALLO WINERY,24997,W Hill Merlot Napa,16.43,23.99,750.0,108,1774.44,218.0,6319.82,3014.96,24.3,61966.91,4545.379999999999,71.92261804924823,2.0185185185185186,3.5615856270147197
8050,1590,DIAGEO CHATEAU ESTATE WINES,15747,BV Coastal Estate Red,6.16,10.99,750.0,288,1774.08,82.0,901.18,219.8,9.18,7259.75,-872.9,-96.86189218580084,0.2847222222222222,0.5079703282828283
8051,9552,M S WALKER INC,14716,Jeio Prosecco Bisol Desidero,12.32,17.99,750.0,144,1774.08,36.0,695.64,255.85999999999999,4.0200000000000005,55551.82,-1078.44,-155.02846299810247,0.25,0.39211309523809523
8052,653,STATE WINE & SPIRITS,19942,Viu Manent Estate Rsv Malbec,5.47,7.99,750.0,324,1772.28,156.0,1231.44,283.64,17.48,8014.9800000000005,-540.8399999999999,-43.91931397388422,0.48148148148148145,0.6948337734443768
8053,9165,ULTRA BEVERAGE COMPANY LLP,21179,Amapola Creek 09 Cab Svgn,40.26,59.99,750.0,44,1771.44,87.0,4959.13,3575.3700000000003,9.65,68054.7,3187.69,64.2792183306346,1.9772727272727273,2.7994908097367115
8054,9165,ULTRA BEVERAGE COMPANY LLP,15222,Le Volte Red Toscana,19.2,28.99,750.0,92,1766.4,46.0,1333.54,173.94,5.18,68054.7,-432.8600000000001,-32.459468782338746,0.5,0.7549479166666666
8055,10000,MAJESTIC FINE WINES,45884,Kendall Jackson Pnt Nr Spl S,9.2,13.99,750.0,192,1766.4,96.0,1343.04,83.94,10.8,17587.59,-423.3600000000001,-31.52251608291638,0.5,0.7603260869565217
8056,90024,VINILANDIA USA,44907,Guntrum Dry Trocken Rheinhsn,9.2,13.99,750.0,192,1766.4,86.0,1203.14,1007.28,9.46,2802.64,-563.26,-46.81583190651129,0.4479166666666667,0.6811254528985508
8057,4425,MARTIGNETTI COMPANIES,6981,J Lohr Cypress Merlot,6.12,8.99,750.0,288,1762.56,142.0,1276.58,395.56,15.9,144929.24,-485.98,-38.068902849801816,0.4930555555555556,0.724276053013798
8058,6785,PALM BAY INTERNATIONAL INC,18433,Bertani Amarone 04,62.91,94.99,750.0,28,1761.48,126.0,11968.74,9309.019999999999,13.86,13605.41,10207.26,85.28266133277187,4.5,6.794706723891273
8059,8673,STE MICHELLE WINE ESTATES,10124,Tormaresca Neprica Puglia,7.33,10.99,750.0,240,1759.1999999999998,122.0,1418.78,561.5,13.600000000000001,15919.7,-340.41999999999985,-23.993853874455507,0.5083333333333333,0.8064915870850388
8060,3252,E & J GALLO WINERY,35663,Redwood Creek Cab Svgn Cal,4.31,6.29,750.0,408,1758.48,154.0,968.6600000000001,150.96,17.28,61966.91,-789.8199999999999,-81.53738153738152,0.37745098039215685,0.5508507347254448
8061,4425,MARTIGNETTI COMPANIES,12595,Yellow Tail Svgn Bl,5.36,7.99,750.0,328,1758.08,96.0,767.04,479.40000000000003,10.64,144929.24,-991.04,-129.2031706299541,0.2926829268292683,0.4362941390607936
8062,9552,M S WALKER INC,24040,Merieau 12 Les Hex PN VdP,8.78,12.99,750.0,200,1756.0,78.0,1013.22,415.68,8.74,55551.82,-742.78,-73.30885691162827,0.39,0.5770045558086561
8063,7153,PINE STATE TRADING CO,15569,Agua de Piedra Malbec Selecn,5.22,7.99,750.0,336,1753.92,168.0,1414.32,117.86,18.900000000000002,15884.82,-339.60000000000014,-24.011539114203302,0.5,0.8063765736179529
8064,4425,MARTIGNETTI COMPANIES,18771,Cigar Zin Old Vine Zinfandel,12.16,17.99,750.0,144,1751.04,54.0,971.46,107.94,6.08,144929.24,-779.5799999999999,-80.24828608486196,0.375,0.5547902960526316
8065,7255,PSP WINES,20382,Fabrizio Dionisio Rose Syrah,8.1,15.99,750.0,216,1749.6000000000001,107.0,1598.93,695.55,11.93,648.71,-150.67000000000007,-9.4231767494512,0.49537037037037035,0.9138831732967535
8066,653,STATE WINE & SPIRITS,19652,Alias Chard,6.07,8.99,750.0,288,1748.16,106.0,1164.94,197.82,11.9,8014.9800000000005,-583.22,-50.064380998162996,0.3680555555555556,0.666380651656599
8067,8892,TRINCHERO FAMILY ESTATES,10273,Rebel Newmans Own Cab Svgn,6.62,9.99,750.0,264,1747.6799999999998,106.0,1058.94,579.42,11.76,11595.97,-688.7399999999998,-65.04051221032351,0.4015151515151515,0.6059118374073058
8068,8320,SHAW ROSS INT L IMP LTD,39111,Gekkeikan Sake Cap Ace,2.02,2.99,180.0,864,1745.28,464.0,1387.3600000000001,203.32000000000002,12.48,3151.92,-357.91999999999985,-25.798639141967467,0.5370370370370371,0.794921158782545
8069,2000,SOUTHERN WINE & SPIRITS NE,19822,Ch LaGrange 10 Brdx,72.6,105.99,750.0,24,1742.4,104.0,11022.96,6571.38,11.540000000000001,19016.59,9280.56,84.19299353349736,4.333333333333333,6.326308539944903
8070,8352,LUXCO INC,885,Arrow Apricot Brandy,6.05,7.99,750.0,288,1742.3999999999999,144.0,1150.56,95.88,113.39999999999999,10261.6,-591.8399999999999,-51.43929912390488,0.5,0.6603305785123967
8071,9165,ULTRA BEVERAGE COMPANY LLP,24754,Girl & Dragon Malbec,9.45,13.99,750.0,184,1738.8000000000002,92.0,1287.08,839.4,10.18,68054.7,-451.72000000000025,-35.09649749821303,0.5,0.7402116402116401
8072,9165,ULTRA BEVERAGE COMPANY LLP,1790,Morrigan Irish Whiskey,15.5,27.99,750.0,112,1736.0,158.0,3270.4199999999996,1935.08,124.48,68054.7,1534.4199999999996,46.91813283920719,1.4107142857142858,1.8838824884792624
8073,10754,PERFECTA WINES,20507,Ch la Pointe Pomerol,20.64,31.99,750.0,84,1733.76,159.0,5086.41,3167.0099999999998,17.650000000000002,28720.52,3352.6499999999996,65.91387638825812,1.8928571428571428,2.9337451550387597
8074,90047,CRUSH WINES,14993,Neirano Prosecco,3.01,4.49,187.0,576,1733.7599999999998,220.0,987.8000000000001,67.35000000000001,6.17,1457.73,-745.9599999999997,-75.51731119659847,0.3819444444444444,0.5697443706164638
8075,3950,"HOOD RIVER DISTILLERS, Inc.",596,Pendleton Canadian Whisky,17.31,21.99,750.0,100,1731.0,54.0,1187.46,175.92,42.519999999999996,117.52000000000001,-543.54,-45.77333131221262,0.54,0.685996533795494
8076,3252,E & J GALLO WINERY,2101,New Amsterdam Gin,4.37,5.99,375.0,396,1730.52,1064.0,6373.36,4444.58,416.76,61966.91,4642.84,72.84760314810399,2.686868686868687,3.6829161176987264
8077,4692,KOBRAND CORPORATION,25071,Jadot Pommard 13,36.05,52.99,750.0,48,1730.4,6.0,317.94,317.94,0.66,9139.38,-1412.46,-444.2536327608983,0.125,0.1837378640776699
8078,1650,Circa Wines,24149,La Monacesca Verd di Mattell,13.51,19.99,750.0,128,1729.28,78.0,1559.22,359.82,8.74,211.97,-170.05999999999995,-10.906735418991543,0.609375,0.9016584937083642
8079,1590,DIAGEO CHATEAU ESTATE WINES,25801,Acacia Winery Pnt Nr Carnero,18.79,27.99,750.0,92,1728.6799999999998,32.0,895.68,279.9,3.58,7259.75,-832.9999999999999,-93.00196498749553,0.34782608695652173,0.5181294398037809
8080,10754,PERFECTA WINES,24792,St Mayhem Wh Peach & Ginger,15.43,22.99,750.0,112,1728.1599999999999,56.0,1287.44,597.74,6.260000000000001,28720.52,-440.7199999999998,-34.232274902131344,0.5,0.7449773169151005
8081,9165,ULTRA BEVERAGE COMPANY LLP,3634,Silo Lemon Vodka,23.99,29.99,750.0,72,1727.28,20.0,599.8,599.8,15.8,68054.7,-1127.48,-187.97599199733247,0.2777777777777778,0.3472511694687601
8082,653,STATE WINE & SPIRITS,6090,8000 Generations Shochu,22.72,29.99,750.0,76,1726.7199999999998,24.0,709.76,649.78,18.94,8014.9800000000005,-1016.9599999999998,-143.28223624887283,0.3157894736842105,0.41104521868050414
8083,480,BACARDI USA INC,8692,Grey Goose VX,53.95,74.99,750.0,32,1726.4,16.0,1199.84,1049.86,12.620000000000001,89286.27,-526.5600000000002,-43.8858514468596,0.5,0.6949953660797034
8084,2000,SOUTHERN WINE & SPIRITS NE,19231,Tasca D'Almerita Rosso 06,23.97,55.99,750.0,72,1725.84,118.0,4296.820000000001,2505.32,13.1,19016.59,2570.9800000000005,59.8344822450091,1.6388888888888888,2.4896977703611
8085,653,STATE WINE & SPIRITS,20477,Hayes Valley Chard Monterey,6.53,11.99,750.0,264,1723.92,196.0,1958.04,259.74,22.060000000000002,8014.9800000000005,234.1199999999999,11.956854813997666,0.7424242424242424,1.1358067659752191
8086,1392,CONSTELLATION BRANDS INC,12259,Rex Goliath Chard Free Range,7.18,10.99,1500.0,240,1723.1999999999998,92.0,1167.08,745.42,20.48,79528.99,-556.1199999999999,-47.65054666346779,0.38333333333333336,0.6772748375116063
8087,4692,KOBRAND CORPORATION,22473,Cakebread Clrs Cab Svgn 11,86.09,129.99,1500.0,20,1721.8,12.0,1559.88,1039.92,2.68,9139.38,-161.91999999999985,-10.380285662999707,0.6,0.9059588802416078
8088,10754,PERFECTA WINES,34982,Baron K Kabinett,12.66,18.99,750.0,136,1721.7599999999998,96.0,1823.04,1519.1999999999998,10.6,28720.52,101.2800000000002,5.555555555555566,0.7058823529411765,1.058823529411765
8089,2000,SOUTHERN WINE & SPIRITS NE,41220,C Krug RSV Generations Napa,35.86,51.99,750.0,48,1721.28,20.0,1027.8,923.82,2.2,19016.59,-693.48,-67.47227086981904,0.4166666666666667,0.5971137757947573
8090,90047,CRUSH WINES,22653,Esser Vyds Chard,8.96,14.99,750.0,192,1720.32,60.0,857.4,364.74,6.680000000000001,1457.73,-862.92,-100.64380685794261,0.3125,0.4983956473214286
8091,4848,LAIRD & CO,6136,Casoni Limoncello di Sorento,17.16,22.99,750.0,100,1716.0,202.0,1667.98,918.96,159.12,1043.69,-48.01999999999998,-2.878931402055179,2.02,0.9720163170163171
8092,653,STATE WINE & SPIRITS,20594,Fritz Pnt Nr RRV,17.87,27.99,750.0,96,1715.52,48.0,1295.52,107.96,5.4,8014.9800000000005,-420.0,-32.41941459799926,0.5,0.75517627308338
8093,90024,VINILANDIA USA,23934,Talmard Macon Chard,11.91,17.99,750.0,144,1715.04,24.0,431.76,35.98,2.7,2802.64,-1283.28,-297.22067815453033,0.16666666666666666,0.251749230338651
8094,1587,VINEYARD BRANDS INC,19951,Warre's Vintage Port 2000,42.85,65.99,750.0,40,1714.0,54.0,3563.4599999999996,3431.4799999999996,5.94,6070.09,1849.4599999999996,51.90068079899872,1.35,2.079031505250875
8095,653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,6.12,8.99,750.0,280,1713.6,1296.0,11651.04,5447.9400000000005,144.26,8014.9800000000005,9937.44,85.29230008651588,4.628571428571429,6.799159663865547
8096,6213,MHW LTD,5737,Blue Chair Bay CocSpc Cream,13.38,16.99,750.0,128,1712.64,330.0,5606.7,3397.9999999999995,259.96,9621.58,3894.0599999999995,69.45368933597302,2.578125,3.2737177690582957
8097,3252,E & J GALLO WINERY,22363,Andre Moscato,3.56,5.99,750.0,480,1708.8,192.0,1116.08,220.62,21.54,61966.91,-592.72,-53.10730413590424,0.4,0.6531367041198501
8098,9165,ULTRA BEVERAGE COMPANY LLP,26211,Compilation Cab Svgn,3.56,5.49,750.0,480,1708.8,240.0,1317.6,241.56,26.98,68054.7,-391.20000000000005,-29.69034608378871,0.5,0.771067415730337
8099,10754,PERFECTA WINES,45645,Marina Cvetic Mntlcno Abruzo,17.8,28.99,750.0,96,1708.8,72.0,2087.2799999999997,463.84,8.06,28720.52,378.4799999999998,18.132689433137855,0.75,1.2214887640449437
8100,6213,MHW LTD,589,Bols Blackberry Brandy,7.91,10.99,1000.0,216,1708.56,102.0,1120.98,725.34,107.10000000000001,9621.58,-587.5799999999999,-52.4166354439865,0.4722222222222222,0.6560963618485742
8101,10754,PERFECTA WINES,20174,Dom Bousquet Pnt Nr Rsv,10.95,15.99,750.0,156,1708.2,137.0,2415.63,1815.99,15.15,28720.52,707.4300000000001,29.285527998907117,0.8782051282051282,1.414137688795223
8102,10754,PERFECTA WINES,17437,Thomas Goss Shiraz McLaren,11.84,17.99,750.0,144,1704.96,30.0,539.6999999999999,143.92,3.3600000000000003,28720.52,-1165.2600000000002,-215.90883824346867,0.20833333333333334,0.3165470157657657
8103,9552,M S WALKER INC,19881,Pravis Pnt Grigio Vignetti,5.91,12.99,750.0,288,1702.0800000000002,654.0,5879.46,2535.18,72.92,55551.82,4177.38,71.05040258799278,2.2708333333333335,3.454279469825155
8104,9552,M S WALKER INC,14717,Il Donato Pnt Grigio Daunia,5.91,8.99,750.0,288,1702.08,122.0,1218.78,259.74,13.66,55551.82,-483.29999999999995,-39.654408506867526,0.4236111111111111,0.7160532994923858
8105,9815,WINE GROUP INC,26398,Trapiche Malbec,3.94,5.99,750.0,432,1702.08,216.0,1293.84,167.72,24.26,27100.41,-408.24,-31.552587646076795,0.5,0.7601522842639594
8106,7153,PINE STATE TRADING CO,21371,Nodus Red,7.09,10.99,750.0,240,1701.6,24.0,311.76,25.98,2.7,15884.82,-1389.84,-445.8044649730562,0.1,0.1832157968970381
8107,6280,UNCORKED,24627,SMV SMV Blustery Blend White,11.18,16.99,750.0,152,1699.36,10.0,165.89999999999998,131.92,1.1,15.26,-1533.46,-924.3279083785413,0.06578947368421052,0.09762498823086338
8108,4692,KOBRAND CORPORATION,25186,Jadot Ch d Jacques Morgon 11,8.66,12.99,750.0,196,1697.3600000000001,1238.0,16081.62,8027.82,137.88,9139.38,14384.26,89.44534194938072,6.316326530612245,9.474489795918368
8109,7153,PINE STATE TRADING CO,27189,Jamieson R Double Lariat Cab,35.29,53.99,750.0,48,1693.92,24.0,1295.76,107.98,2.7,15884.82,-398.1600000000001,-30.727912576403043,0.5,0.764947577217342
8110,3252,E & J GALLO WINERY,7433,New Amsterdam Orange,8.63,11.99,1000.0,196,1691.48,84.0,1007.16,287.76,88.2,61966.91,-684.32,-67.94551014734502,0.42857142857142855,0.5954312199966892
8111,9552,M S WALKER INC,21260,Benvolio Toscana Rosso,8.78,12.99,750.0,192,1685.76,100.0,1299.0,129.9,11.24,55551.82,-386.76,-29.77367205542725,0.5208333333333334,0.7705723234624146
8112,3252,E & J GALLO WINERY,14922,Five Oaks Pnt Grigio Cal,2.6,3.79,750.0,648,1684.8,312.0,1182.48,223.61,34.99,61966.91,-502.31999999999994,-42.48021108179419,0.48148148148148145,0.7018518518518518
8113,3252,E & J GALLO WINERY,28272,Gallo Fairbanks Cream Sherry,2.92,7.79,1500.0,576,1681.92,300.0,2139.0,391.88,67.48,61966.91,457.0799999999999,21.36886395511921,0.5208333333333334,1.2717608447488584
8114,9206,PHILLIPS PRODUCTS CO.,2840,Revel Stoke Roasted Pecan,7.36,10.99,750.0,228,1678.08,182.0,2364.18,857.34,143.35999999999999,2211.83,686.0999999999999,29.02063294672994,0.7982456140350878,1.4088601258581235
8115,4425,MARTIGNETTI COMPANIES,22646,Guillaume Vrignaud Chablis,16.77,25.99,750.0,100,1677.0,80.0,2079.2,883.66,8.92,144929.24,402.1999999999998,19.343978453251243,0.8,1.2398330351818723
8116,10754,PERFECTA WINES,24158,Cambridge Pnt Nr RRV,16.12,24.99,750.0,104,1676.48,14.0,349.85999999999996,249.89999999999998,1.54,28720.52,-1326.6200000000001,-379.18596009832515,0.1346153846153846,0.20868724947509062
8117,4425,MARTIGNETTI COMPANIES,26781,Mer Soliel Reserve Chard SB,11.64,16.99,750.0,144,1676.16,52.0,883.4799999999999,339.79999999999995,5.8,144929.24,-792.6800000000002,-89.72246117625757,0.3611111111111111,0.5270857197403588
8118,10754,PERFECTA WINES,43730,Calera Ryan Vyd Pnt Nr,34.92,50.99,750.0,48,1676.16,24.0,1439.76,719.88,2.68,28720.52,-236.4000000000001,-16.419403233872316,0.5,0.858963344788087
8119,4425,MARTIGNETTI COMPANIES,15949,Kunde Cab Svgn Sonoma Cnty,8.55,12.99,750.0,196,1675.8,74.0,1081.26,429.7,8.24,144929.24,-594.54,-54.98584984185118,0.37755102040816324,0.6452201933404941
8120,6785,PALM BAY INTERNATIONAL INC,17989,Porta Vita Bianco,8.05,11.99,1500.0,208,1674.3999999999999,138.0,1654.62,575.52,30.92,13605.41,-19.779999999999973,-1.1954406449819277,0.6634615384615384,0.9881868131868132
8121,9552,M S WALKER INC,21009,Galerie Naissance Svgn Bl,17.44,25.99,750.0,96,1674.24,10.0,259.9,155.94,1.12,55551.82,-1414.3400000000001,-544.1862254713352,0.10416666666666667,0.15523461391437307
8122,9165,ULTRA BEVERAGE COMPANY LLP,18193,Joseph Phelps Insignia 09,104.57,159.99,750.0,16,1673.12,32.0,5119.68,3839.76,3.52,68054.7,3446.5600000000004,67.3198324895306,2.0,3.059959835516879
8123,1128,BROWN-FORMAN CORP,7195,Herradura Reposado Barrel 11,34.84,45.99,750.0,48,1672.32,24.0,1103.76,183.96,18.9,68601.68,-568.56,-51.511198086540546,0.5,0.6600172215843858
8124,1650,Circa Wines,14835,Vinum Cellars Pnt Nr,9.72,14.49,750.0,172,1671.84,60.0,867.4,258.82,6.74,211.97,-804.4399999999999,-92.74152640073783,0.3488372093023256,0.5188295530672792
8125,2000,SOUTHERN WINE & SPIRITS NE,11239,Willamette Pnt Nr Valley,17.41,26.99,750.0,96,1671.36,30.0,809.6999999999999,215.92,3.3600000000000003,19016.59,-861.66,-106.41719155242684,0.3125,0.48445577254451466
8126,2242,DELICATO VINEYARDS INC,46308,Twisted Chard Cal,5.88,8.99,750.0,284,1669.92,102.0,916.98,557.38,11.360000000000001,7982.65,-752.94,-82.11084211215076,0.3591549295774648,0.5491161253233687
8127,12546,JIM BEAM BRANDS COMPANY,4808,Leroux Polish Blackberry Bdy,7.19,8.99,750.0,232,1668.08,90.0,809.1,458.49,70.87,123880.97,-858.9799999999999,-106.16487455197132,0.3879310344827586,0.4850486787204451
8128,90024,VINILANDIA USA,24712,Ennuk Red Terra Alta,12.25,18.99,750.0,136,1666.0,28.0,531.7199999999999,455.76,3.08,2802.64,-1134.2800000000002,-213.32280147446033,0.20588235294117646,0.3191596638655462
8129,10754,PERFECTA WINES,35480,Prinz Salm Der Weib,13.42,19.99,750.0,124,1664.08,115.0,2162.85,1283.33,12.77,28720.52,498.77,23.06077629054257,0.9274193548387096,1.2997271765780491
8130,4425,MARTIGNETTI COMPANIES,40608,Pinotage Southern Right,9.67,14.99,750.0,172,1663.24,82.0,1229.18,779.48,9.08,144929.24,-434.05999999999995,-35.312972876226425,0.47674418604651164,0.7390274404174985
8131,8673,STE MICHELLE WINE ESTATES,16455,One Four Brut Rose 1/4,8.66,12.99,187.0,192,1662.72,10.0,114.9,114.9,0.3,15919.7,-1547.82,-1347.10182767624,0.052083333333333336,0.06910363741339492
8132,9552,M S WALKER INC,13379,Pertinace Barbera D'Alba,10.13,14.99,750.0,164,1661.32,102.0,1528.98,749.5,11.34,55551.82,-132.33999999999992,-8.655443498279894,0.6219512195121951,0.9203404521705633
8133,12546,JIM BEAM BRANDS COMPANY,1252,Jim Beam Bonded Bourbon,13.84,22.99,750.0,120,1660.8,342.0,6152.58,4029.7599999999998,269.5,123880.97,4491.78,73.0064460762802,2.85,3.7045881502890174
8134,4425,MARTIGNETTI COMPANIES,22781,Rage Znfdl,37.74,56.99,750.0,44,1660.56,42.0,2393.58,1253.78,4.66,144929.24,733.02,30.624420324367684,0.9545454545454546,1.4414293973117502
8135,8673,STE MICHELLE WINE ESTATES,39461,Stags Leap SLV Cab Svgn,69.07,104.99,750.0,24,1657.68,134.0,14068.66,9449.1,14.860000000000001,15919.7,12410.98,88.21721471696664,5.583333333333333,8.486957675787847
8136,9815,WINE GROUP INC,21619,Yosemite Road Pnt Grigio,2.3,3.49,750.0,720,1656.0,292.0,1019.08,115.17,32.81,27100.41,-636.92,-62.499509361384774,0.40555555555555556,0.6153864734299517
8137,2000,SOUTHERN WINE & SPIRITS NE,23333,Ch Lagrange St Julien 11 GC,41.37,59.99,750.0,40,1654.8,12.0,719.88,479.92,1.32,19016.59,-934.92,-129.87164527421237,0.3,0.4350253807106599
8138,7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,206.7,307.99,1500.0,8,1653.6,12.0,3695.88,1847.94,2.7,15884.82,2042.2800000000002,55.25828760674049,1.5,2.2350507982583454
8139,4425,MARTIGNETTI COMPANIES,23472,Dom Vocoret & Fils Chabls 13,11.48,18.99,750.0,144,1653.12,8.0,151.92,151.92,0.88,144929.24,-1501.1999999999998,-988.1516587677725,0.05555555555555555,0.09189895470383275
8140,90027,POVERTY LANE ORCHARDS,15891,Farnum Hill Dooryard Cider,8.1,11.99,750.0,204,1652.4,298.0,3573.02,1966.3600000000001,33.14,229.88,1920.62,53.75340748162618,1.4607843137254901,2.1623214717985957
8141,9552,M S WALKER INC,234,Allen's Ginger Brandy,11.47,15.49,1750.0,144,1651.6799999999998,48.0,743.52,77.45,88.19,55551.82,-908.1599999999999,-122.14331826985149,0.3333333333333333,0.45015983725661146
8142,90024,VINILANDIA USA,26298,Mont Gravet Rose,8.6,12.99,750.0,192,1651.2,54.0,701.46,129.9,6.0600000000000005,2802.64,-949.74,-135.39474809682662,0.28125,0.4248183139534884
8143,653,STATE WINE & SPIRITS,6242,Zirbenz Stone Pine Liqueur,34.39,42.99,750.0,48,1650.72,0.0,0.0,0.0,0.0,8014.9800000000005,-1650.72,-inf,0.0,0.0
